,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec
81499,318612,3047.099,3917.435,20.421999999999997,0.0710,21.225,0.0152,19.9255,0.0194,0.8457,0.0153,359.42985455558966,-32.56218463169269
81502,109422,1589.749,3917.504,20.811,0.1005,21.650000000000002,0.0216,20.8135,0.0352,0.9253,-0.0370,359.50670611791526,-32.56217976582544
81503,318469,2669.094,3917.534,20.203000000000003,0.0592,20.857000000000003,0.0122,19.9635,0.0211,0.7063,0.7173,359.44978818501824,-32.562184256267244
81504,318675,1719.031,3917.585,19.667,0.0386,19.871000000000002,0.0069,19.1175,0.0142,0.7343,0.1637,359.4998885911122,-32.56217821545894
81507,318651,3292.610,3917.643,20.549,0.0820,21.363000000000003,0.0153,20.2905,0.0252,0.8827,-0.5317,359.41690784431336,-32.562171088221454
81509,318631,1391.020,3917.676,19.371000000000002,0.0387,20.162000000000003,0.0069,19.1565,0.0110,0.9057,0.1993,359.51718583769366,-32.562168253183955
81510,109434,2908.578,3917.683,20.942,0.1059,21.720000000000002,0.0225,20.6495,0.0361,0.7263,-0.1753,359.4371592928418,-32.56217544946556
81512,109704,3238.530,3917.722,20.581000000000003,0.0859,21.291,0.0166,20.2285,0.0248,0.9100,1.0387,359.4197596867513,-32.56216863804356
81519,109446,3967.684,3917.823,20.948,0.1164,21.951,0.0267,20.9465,0.0415,0.9873,0.1347,359.38130869982257,-32.56214442626897
81521,5023598,961.943,3917.952,,,23.89,0.1381,22.6965,0.2807,0.3800,-0.2340,359.53981264946515,-32.56214466937695
81522,318659,4049.210,3917.979,20.726,0.0897,21.611,0.0219,20.6485,0.0370,0.9453,0.8453,359.37700954298936,-32.56213456021661
81523,318648,2945.916,3917.979,18.601999999999997,0.0209,19.397000000000002,0.0048,18.2805,0.0073,0.8137,0.2023,359.43519032410717,-32.56216183953769
81527,5023601,814.859,3918.025,,,23.380000000000003,0.0852,22.0055,0.1133,0.5195,-0.4715,359.54756892539575,-32.56213661265436
81531,318649,3101.477,3918.078,19.905,0.0490,21.020000000000003,0.0140,19.2055,0.0125,0.8380,-0.4900,359.42698701146645,-32.56215521614996
81532,318604,1824.485,3918.089,20.570999999999998,0.0905,21.345000000000002,0.0178,20.2465,0.0281,0.9040,0.6423,359.494327597873,-32.56215721483987
81534,318636,1844.395,3918.116,21.250999999999998,0.1171,21.853,0.0232,20.8305,0.0376,0.9017,-1.2270,359.4932776685227,-32.56215625156955
81535,109347,2800.220,3918.153,20.735,0.0816,21.602,0.0199,20.4665,0.0291,0.7607,0.3733,359.44287342327175,-32.56215570543616
81537,5012854,2620.899,3918.183,21.177999999999997,0.1659,21.540000000000003,0.0206,21.0065,0.0468,0.8670,0.2983,359.4523296934822,-32.56215569884377
81538,109322,3354.509,3918.279,21.332,0.1355,22.154,0.0314,21.2715,0.0574,0.9140,-0.0130,359.41364369513644,-32.56214152822336
81539,318655,3709.641,3918.287,20.21,0.0659,21.028000000000002,0.0143,19.6015,0.0164,0.9813,0.5850,359.3949162716274,-32.562132122076065
81541,109388,1036.820,3918.325,20.872999999999998,0.1024,21.839000000000002,0.0229,20.7295,0.0329,0.9920,-0.9977,359.5358640964542,-32.56213035848543
81546,109372,2916.157,3918.452,21.789,0.1989,22.195,0.0332,21.2705,0.0542,0.6917,-0.3800,359.4367596345529,-32.56214118195134
81547,318635,1765.753,3918.467,18.935000000000002,0.0261,19.697000000000003,0.0054,18.7245,0.0087,0.8450,0.1207,359.4974247503868,-32.562139665680895
81548,5023606,3696.617,3918.468,,,22.408,0.0383,21.6335,0.0780,0.5475,1.4780,359.39560308132735,-32.56212445860516
81549,109633,3065.470,3918.481,19.772,0.0454,20.707,0.0116,18.9665,0.0106,0.8057,0.2140,359.4288858025777,-32.56213786707131
81551,318677,2082.579,3918.511,21.162999999999997,0.1416,21.718,0.0230,20.6195,0.0308,0.8910,0.9670,359.48071732874706,-32.562140851314126
81553,318656,3792.757,3918.546,20.884,0.1114,21.688000000000002,0.0197,20.6205,0.0298,0.9627,-0.8167,359.3905332691941,-32.562118091784356
81562,5023607,3781.968,3918.936,,,22.825000000000003,0.0509,21.5225,0.0657,0.4850,-1.5670,359.39110222702925,-32.5621010940669
81563,5023608,1218.610,3918.961,,,22.55,0.0399,21.5275,0.0684,0.5445,-1.0145,359.5262776200976,-32.56210708182885
81564,109439,3372.092,3918.965,20.902,0.1117,21.533,0.0191,20.4855,0.0306,0.8433,0.3547,359.4127164961141,-32.56211065658235
81571,318686,2750.776,3919.164,20.217,0.0618,21.077,0.0152,19.8795,0.0186,0.7847,-0.3497,359.4454808009912,-32.56211120862581
81573,318700,3983.937,3919.186,20.808999999999997,0.1049,21.752000000000002,0.0214,20.7165,0.0371,0.9623,0.2927,359.3804516770551,-32.5620832755813
81575,5012860,1100.076,3919.219,21.412,0.1865,22.226000000000003,0.0322,21.1375,0.0479,0.8847,-1.0287,359.5325283449238,-32.56209244405157
81576,318714,1630.980,3919.222,20.645000000000003,0.0929,21.528000000000002,0.0190,20.2815,0.0230,0.9380,0.2410,359.50453181915634,-32.5621041039433
81583,5023615,3272.142,3919.357,,,22.738000000000003,0.0496,21.6745,0.0773,0.4245,-1.1750,359.4179872386943,-32.5620953195972
81588,318697,3774.847,3919.453,20.801000000000002,0.1035,21.394000000000002,0.0176,20.3035,0.0252,1.0043,-0.0163,359.3914777623019,-32.56207833641166
81589,318722,2393.668,3919.461,20.14,0.0756,21.263,0.0171,19.5655,0.0169,0.9870,-0.3490,359.46431243920466,-32.56209956313524
81590,109498,3144.449,3919.476,21.134,0.1402,22.585,0.0401,19.5495,0.0178,0.9240,-0.7383,359.4247209653737,-32.56209237474629
81592,318728,2996.685,3919.485,20.043999999999997,0.0478,20.994,0.0117,19.6955,0.0159,0.7273,0.4933,359.43251310881413,-32.562094239167735
81593,318691,3229.601,3919.509,19.046999999999997,0.0265,19.953000000000003,0.0066,18.7795,0.0090,0.7993,0.0683,359.4202305862644,-32.56208938483788
81594,109443,3835.916,3919.511,21.5,0.1832,22.217000000000002,0.0325,21.3365,0.0565,1.0137,1.5903,359.388257374065,-32.56207383483047
81596,318729,3204.711,3919.569,19.782000000000004,0.0462,21.211000000000002,0.0161,19.4165,0.0145,0.8727,-0.5447,359.42154312923196,-32.562087179928675
81597,109461,2052.102,3919.572,20.72,0.1005,22.163,0.0314,20.7595,0.0422,0.8723,0.4630,359.482324486257,-32.56209348967274
81598,109532,3405.706,3919.576,20.57,0.0838,21.384,0.0175,20.2915,0.0256,0.9207,0.2487,359.41094392216644,-32.562082750344615
81602,5023618,632.775,3919.662,,,23.555000000000003,0.1027,22.6565,0.2920,0.4190,-0.1440,359.5571708036135,-32.562057240026355
81605,109442,3800.812,3919.687,20.886000000000003,0.1067,21.758000000000003,0.0214,20.8185,0.0355,0.9083,0.9467,359.3901085420946,-32.56206712850241
81606,109504,3595.056,3919.701,20.848,0.1066,21.552000000000003,0.0199,20.7695,0.0355,0.9623,1.0530,359.4009588061027,-32.56207250131433
81608,5023620,3508.109,3919.729,,,22.946,0.0585,22.2285,0.1309,0.3990,0.6585,359.4055438404386,-32.56207351006432
81609,109404,2418.426,3919.756,19.46,0.0485,20.345000000000002,0.0094,19.1955,0.0148,1.0443,0.3630,359.46300685791044,-32.56208643483171
81615,109421,1456.963,3919.900,19.481,0.0432,20.278000000000002,0.0075,19.3195,0.0118,0.9200,-0.1550,359.51370836371905,-32.56207078874696
81618,318726,2757.056,3920.005,20.979999999999997,0.1094,21.675,0.0211,20.6815,0.0315,0.7553,0.9423,359.4451496415824,-32.56207377840051
81620,109596,2887.008,3920.103,19.164,0.0297,20.014000000000003,0.0061,18.950499999999998,0.0098,0.7890,-0.1240,359.43829679251263,-32.56206814245032
81623,319272,3634.755,3920.228,21.522,0.1687,21.415000000000003,0.0187,20.1045,0.0243,0.8943,1.1200,359.39886535018053,-32.5620479949861
81628,318750,1241.553,3920.303,21.517000000000003,0.1573,22.381,0.0353,21.5685,0.0687,0.9497,0.6667,359.5250677114761,-32.5620480154898
81631,5012865,3503.340,3920.357,21.646,0.2513,22.426000000000002,0.0372,21.6195,0.0674,0.8690,-0.1693,359.4057953458127,-32.56204571774627
81634,109558,3022.337,3920.525,20.314,0.0711,21.614,0.0200,19.7055,0.0164,0.8727,-1.4393,359.4311604013184,-32.562047658339495
81635,318730,3277.905,3920.535,20.981,0.1160,21.713,0.0218,20.2905,0.0246,0.8953,-0.7000,359.4176833622338,-32.56204284981487
81638,318725,2597.181,3920.570,20.566000000000003,0.0907,21.252000000000002,0.0183,19.7065,0.0191,0.8347,0.6237,359.4535804466687,-32.5620497324519
81642,109533,3412.534,3920.661,21.450000000000003,0.1589,22.009,0.0283,21.0495,0.0441,0.8533,-0.4593,359.41058388606194,-32.562034372626115
81643,318772,3830.328,3920.682,20.561,0.0909,21.315,0.0157,20.2755,0.0236,0.9987,0.1130,359.38855209416306,-32.5620219698913
81644,109458,1414.178,3920.693,18.259,0.0218,19.072000000000003,0.0042,18.0405,0.0066,0.9647,-0.1077,359.5159645541813,-32.56203465989801
81645,318756,2247.050,3920.723,20.316000000000003,0.0854,21.069000000000003,0.0143,19.9775,0.0220,0.9290,-0.7300,359.47204414867906,-32.56204329949554
81646,109616,1126.073,3920.740,20.962000000000003,0.1103,21.639000000000003,0.0196,20.5105,0.0276,0.9807,-0.8290,359.5311573782455,-32.5620255660862
81650,5023631,1149.714,3920.804,,,22.995,0.0627,21.7725,0.0993,0.5095,-0.3795,359.5299107005416,-32.56202336527011
81653,5023633,3895.764,3920.864,,,22.802000000000003,0.0527,22.0315,0.1049,0.4895,-0.1450,359.38510142575166,-32.562011736567285
81656,318751,1401.283,3920.918,20.167,0.0658,20.884,0.0117,19.8625,0.0178,0.9953,0.6287,359.516644548924,-32.5620243854432
81658,318771,3515.064,3920.947,20.606,0.0862,21.517000000000003,0.0189,20.5805,0.0312,0.8610,0.1507,359.4051771141277,-32.56201920266137
81662,318435,2775.491,3921.058,18.817999999999998,0.0356,20.267000000000003,0.0122,19.1815,0.0198,0.5537,-0.3380,359.44417750673614,-32.56202681940745
81663,318920,1452.255,3921.072,20.732,0.0992,21.536,0.0194,20.3715,0.0259,0.8803,-0.2350,359.5139566056223,-32.56201860454087
81665,318763,2647.439,3921.094,18.082,0.0146,18.215,0.0033,17.9595,0.0071,0.8360,0.3283,359.4509301603085,-32.56202616937307
81668,318833,2989.858,3921.197,19.601999999999997,0.0394,20.765,0.0121,19.2265,0.0129,0.7293,-0.3990,359.43287314939295,-32.56201824331127
81670,109525,2358.951,3921.216,20.78,0.1206,21.470000000000002,0.0207,20.5945,0.0374,0.9563,-0.2150,359.4661431953209,-32.56202156453575
81671,318556,2783.603,3921.221,20.633000000000003,0.0785,21.463,0.0194,20.4085,0.0283,0.7003,0.4893,359.4437497328771,-32.562019502626576
81672,5023636,1158.992,3921.221,,,22.793000000000003,0.0516,21.7085,0.0812,0.5200,0.3155,359.5294214247072,-32.56200508118387
81673,5023637,1250.722,3921.226,,,22.971,0.0615,22.2155,0.1583,0.4525,2.7840,359.5245841695336,-32.56200722107432
81675,5023638,3866.070,3921.259,,,22.44,0.0390,21.4245,0.0593,0.5270,0.9065,359.3866673123689,-32.56199516583583
81677,109590,2049.854,3921.260,20.939,0.1235,21.269000000000002,0.0168,20.3185,0.0269,0.9087,0.7923,359.4824430173347,-32.562018451458954
81680,5023640,3848.074,3921.297,,,22.641000000000002,0.0441,21.5245,0.0702,0.5220,-0.6175,359.3876163073863,-32.56199406433982
81682,5023641,834.663,3921.325,,,23.035,0.0650,22.0315,0.1281,0.4735,-1.9620,359.5465244551941,-32.56199062186056
81688,318792,1920.978,3921.420,20.811999999999998,0.1115,21.429000000000002,0.0181,20.8835,0.0390,1.0017,-0.3347,359.48923912040783,-32.562010236393995
81690,5023645,829.020,3921.463,,,23.196,0.0719,22.2415,0.1754,0.4825,0.5865,359.54682202517023,-32.56198429688201
81691,109345,2546.995,3921.466,20.296999999999997,0.0831,20.834000000000003,0.0145,20.2065,0.0288,0.8033,0.0333,359.4562269440319,-32.56201012855235
81696,318790,1547.797,3921.678,18.637,0.0212,19.523000000000003,0.0052,18.5195,0.0078,0.8133,0.2943,359.5089183139902,-32.56199351062684
81697,318796,2492.379,3921.726,19.581000000000003,0.0401,20.270000000000003,0.0083,19.2195,0.0123,0.7483,-0.2887,359.45910704719876,-32.5619987475752
81698,109566,3619.437,3921.771,20.734,0.0943,20.825000000000003,0.0132,20.4205,0.0300,0.9377,0.7413,359.39967317425896,-32.56197983969372
81699,318794,2319.391,3921.774,20.418,0.0935,21.333000000000002,0.0182,20.0485,0.0232,0.9257,-0.3367,359.46822933897346,-32.56199673377162
81701,5023648,3624.428,3921.905,,,21.739,0.0234,21.4175,0.0611,0.4780,0.5985,359.39940998525003,-32.561973747074205
81705,318793,2128.192,3921.974,20.337000000000003,0.0690,21.282,0.0176,19.9485,0.0200,0.7980,0.1843,359.4783119619361,-32.561987210490436
81707,318805,3224.487,3922.014,20.177999999999997,0.0570,21.12,0.0158,20.0705,0.0231,0.7767,0.0883,359.4205003220369,-32.56197814755114
81708,318789,1269.494,3922.026,21.204,0.1401,22.006,0.0258,20.5875,0.0312,1.0380,-0.9410,359.52359423079287,-32.56197212610327
81711,318787,1070.373,3922.078,20.897,0.1180,21.887,0.0242,20.7295,0.0333,1.0753,0.3170,359.53409459535624,-32.56196453439685
81713,5012881,2794.295,3922.153,21.082,0.1428,22.135,0.0318,21.5945,0.0772,0.7990,-0.1917,359.4431859146607,-32.56197798285795
81714,318680,2186.618,3922.253,20.401000000000003,0.0848,21.292,0.0180,19.4735,0.0148,0.9083,-0.0573,359.47523094374435,-32.561975089742575
81716,318795,2372.593,3922.274,20.247,0.0802,21.076,0.0159,19.9535,0.0225,1.0077,-0.8310,359.4654238023788,-32.56197454494549
81717,319062,2908.168,3922.292,19.726999999999997,0.0427,20.853,0.0111,19.0335,0.0105,0.7653,-0.0090,359.43718097798353,-32.56197060991067
81719,109569,3804.492,3922.345,20.587000000000003,0.0847,21.599,0.0197,20.5025,0.0287,0.9283,-0.2950,359.3899145816944,-32.561948879591135
81725,318836,3139.327,3922.437,18.921999999999997,0.0242,19.714000000000002,0.0060,18.6875,0.0085,0.7650,0.3693,359.4249911265922,-32.56196086134347
81727,109562,3392.408,3922.458,21.241999999999997,0.1469,22.009,0.0271,21.0945,0.0464,0.9337,-0.3657,359.41164525130455,-32.56195496149815
81728,318829,2616.034,3922.463,20.176000000000002,0.0625,21.056,0.0138,20.3125,0.0280,0.8163,0.8800,359.45258627024197,-32.56196550279955
81734,318843,3980.619,3922.637,20.820999999999998,0.1016,21.601000000000003,0.0193,20.5065,0.0298,0.9453,-0.2323,359.380626792099,-32.56193001545185
81735,318828,2527.100,3922.677,20.332,0.0791,21.274,0.0180,20.0285,0.0234,0.8707,0.7363,359.4572760853122,-32.56195637753958
81739,318807,3473.950,3922.775,21.281,0.1489,22.249000000000002,0.0332,21.1635,0.0494,1.0057,-2.2823,359.40734525725213,-32.561938972063494
81743,318821,1166.476,3922.881,19.660000000000004,0.0501,20.334000000000003,0.0079,19.4675,0.0138,1.0083,0.1720,359.52902671390143,-32.561931503127056
81744,318835,3073.575,3922.888,20.796999999999997,0.0948,21.489,0.0208,20.3995,0.0297,0.8913,0.8180,359.4284584762178,-32.56194187646952
81747,109626,2314.491,3922.904,20.637,0.1179,21.438000000000002,0.0203,20.6205,0.0381,0.9400,1.1963,359.4684877321703,-32.561946505351436
81749,5023657,1064.665,3922.921,,,22.700000000000003,0.0489,21.9415,0.1191,0.4460,0.3915,359.5343955697837,-32.561926903522306
81753,318832,2920.356,3923.080,20.607,0.0848,21.459000000000003,0.0181,20.2285,0.0234,0.8170,0.4020,359.43653827161336,-32.56193544286683
81756,109535,3675.514,3923.166,21.061999999999998,0.2023,22.291,0.0356,21.4515,0.0637,1.0977,0.7147,359.3967160798928,-32.5619162681589
81757,318837,3372.719,3923.241,19.773000000000003,0.0459,20.898000000000003,0.0121,19.1645,0.0115,0.8090,0.0980,359.4126835436681,-32.561920598485685
81760,109705,3451.021,3923.331,19.67,0.0443,20.544,0.0096,19.3645,0.0137,0.9363,-0.4930,359.40855440134595,-32.56191481018588
81766,318834,3051.011,3923.470,20.918999999999997,0.1005,21.616000000000003,0.0218,20.5475,0.0317,0.8350,-0.3313,359.4296483678474,-32.5619163514853
81769,318831,2773.918,3923.599,17.506999999999998,0.0092,18.287000000000003,0.0030,17.2655,0.0044,0.5693,0.0220,359.4442604833446,-32.56191389996667
81771,109466,2750.115,3923.611,20.256,0.0684,21.002000000000002,0.0147,19.9095,0.0197,0.8397,0.4800,359.44551570165186,-32.56191356970854
81772,5023668,1007.137,3923.617,,,22.429000000000002,0.0393,21.7515,0.1054,0.4670,2.6795,359.5374292009925,-32.56189427485169
81782,109632,3061.317,3923.887,20.482999999999997,0.0701,21.364,0.0176,20.1655,0.0240,0.7420,-0.4407,359.4291049028291,-32.56189766349379
81783,5012892,1201.656,3923.901,21.326999999999998,0.1732,21.851000000000003,0.0238,20.8985,0.0380,0.9070,0.8393,359.52717151545517,-32.56188709184067
81787,5012894,1840.899,3924.004,21.576999999999998,0.2285,22.151,0.0312,21.1385,0.0479,0.8913,-1.0540,359.49346194358174,-32.5618945218353
81789,318926,2133.824,3924.044,20.601,0.0945,21.111,0.0152,20.5725,0.0342,0.8130,0.8773,359.4780149529421,-32.56189524070487
81796,318859,2546.085,3924.306,19.371000000000002,0.0372,20.294,0.0083,19.0405,0.0108,0.7670,0.0750,359.45627494441413,-32.561883909806916
81800,109678,3599.150,3924.405,21.42,0.1589,22.112000000000002,0.0292,20.9915,0.0440,0.9013,1.0120,359.4007430651139,-32.56186332463045
81803,109706,3512.998,3924.554,20.741999999999997,0.0941,21.627000000000002,0.0222,20.7555,0.0363,0.8027,0.8413,359.40528616916043,-32.56185894350582
81809,5012895,3630.190,3924.705,21.397,0.1769,21.608,0.0201,20.9255,0.0393,0.8013,1.4390,359.3991062261934,-32.56184914381559
81813,109667,2914.941,3924.841,21.378999999999998,0.1405,21.986,0.0270,20.8995,0.0396,0.7420,-0.1883,359.4368238490452,-32.5618572409794
81815,109517,1347.716,3924.879,20.287,0.0688,21.229000000000003,0.0162,19.4895,0.0136,0.9287,-0.0430,359.51946922577076,-32.561847161791356
81818,109725,2402.125,3924.953,20.701999999999998,0.1236,21.585,0.0217,20.4485,0.0309,1.0043,-0.9600,359.46386647403455,-32.561855469945215
81819,109808,707.799,3925.015,21.46,0.1709,22.213,0.0333,21.2535,0.0521,1.0700,2.1767,359.55321428531545,-32.561822144132364
81822,109586,1635.911,3925.061,21.015,0.1106,21.685000000000002,0.0216,20.6995,0.0321,0.9010,-0.5337,359.5042716764966,-32.5618446734
81823,318888,1480.705,3925.091,20.704,0.0989,21.956000000000003,0.0255,20.5265,0.0286,1.0260,-0.4820,359.512456239407,-32.56184055115962
81824,109635,3216.591,3925.098,20.323,0.0635,21.375,0.0162,20.2355,0.0227,0.8217,-0.4663,359.42091677466186,-32.5618412280297
81825,318903,3517.104,3925.113,20.778,0.0932,21.474,0.0187,20.4685,0.0288,0.8217,0.3150,359.40506966195596,-32.561833995978766
81827,5023681,1208.690,3925.258,,,22.685000000000002,0.0432,21.8645,0.0879,0.5480,0.2520,359.52680054630383,-32.56182696185871
81830,5012899,3265.573,3925.463,21.317,0.2014,21.609,0.0208,20.6685,0.0325,0.8567,-0.6760,359.418333788568,-32.56182407131635
81831,109606,3885.675,3925.512,20.33,0.0680,21.131,0.0162,19.9945,0.0227,1.0260,0.5157,359.38563363854087,-32.56180549581576
81832,109618,1294.068,3925.556,20.703000000000003,0.1015,21.417,0.0160,20.3095,0.0237,1.0337,-0.1433,359.52229825542213,-32.561815828507434
81833,318935,3268.688,3925.655,20.546999999999997,0.1030,22.413,0.0380,21.1585,0.0493,0.8213,0.6350,359.4181695280935,-32.56181547677216
81834,5012900,1771.722,3925.657,21.115000000000002,0.1677,22.078000000000003,0.0286,21.1575,0.0492,0.8810,1.2863,359.49710986941193,-32.56182018985182
81836,318931,2673.313,3925.678,19.68,0.0411,20.386000000000003,0.0099,19.3945,0.0143,0.7967,-0.5480,359.4495657648405,-32.561822273247216
81837,109666,2878.580,3925.709,19.762999999999998,0.0450,20.503,0.0084,19.5245,0.0141,0.7960,-0.4130,359.43874130600443,-32.561819081291915
81842,5023684,1183.851,3925.935,,,23.658,0.1127,22.2725,0.1614,0.4225,0.0295,359.52811037299375,-32.56179622868181
81843,109530,2777.807,3925.970,19.884,0.0464,20.364,0.0126,19.2355,0.0145,0.6120,0.0613,359.444055427323,-32.56180848785563
81852,318938,3680.350,3926.106,21.091,0.1354,21.624000000000002,0.0219,20.5575,0.0334,0.9890,0.3767,359.39646116078194,-32.56178546284204
81856,109658,1888.276,3926.175,18.585,0.0213,19.344,0.0052,18.2015,0.0074,0.8657,-0.0550,359.49096355634,-32.561798564838206
81857,319154,3224.962,3926.273,20.941000000000003,0.1039,21.823,0.0257,20.2055,0.0243,0.8387,-0.8337,359.42047536825015,-32.561788849871895
81858,109757,3079.049,3926.274,20.633000000000003,0.0844,21.331000000000003,0.0192,20.5275,0.0337,0.8987,0.8247,359.4281698747652,-32.56179130306783
81859,318932,2869.844,3926.283,19.866999999999997,0.0515,20.909000000000002,0.0128,19.1405,0.0119,0.8343,-0.7753,359.4392019937593,-32.561793666298584
81865,318959,2326.641,3926.463,19.996000000000002,0.0640,21.172,0.0162,19.5045,0.0153,0.8700,0.3077,359.46784701401936,-32.561788342036635
81866,319151,2693.117,3926.496,20.667,0.0917,21.401,0.0198,20.2095,0.0241,0.8123,0.4597,359.4485214362102,-32.561785783101925
81868,109747,2159.591,3926.547,20.869,0.1141,21.519000000000002,0.0212,20.6975,0.0361,0.9407,-0.4713,359.47665615206154,-32.56178412551026
81876,318964,2758.440,3926.689,20.101999999999997,0.0560,20.996000000000002,0.0124,19.7395,0.0153,0.7527,0.2253,359.44507672521723,-32.561776700141934
81877,109749,2387.683,3926.696,20.655,0.0970,21.414,0.0198,20.2095,0.0280,0.9740,0.1370,359.46462805305913,-32.56177800978368
81879,318965,2946.846,3926.732,19.953000000000003,0.0527,20.981,0.0139,19.5905,0.0155,0.8167,0.9100,359.43514141267946,-32.561772805747886
81881,109782,2131.962,3926.786,20.088,0.0593,20.657,0.0115,19.8375,0.0181,0.7913,0.6630,359.47811312553046,-32.56177336416468
81890,109621,1779.745,3926.970,20.539,0.0803,21.548000000000002,0.0189,20.4285,0.0268,0.9160,-0.2697,359.49668676772734,-32.56176194007975
81898,318972,3690.653,3927.297,19.555999999999997,0.0417,20.151,0.0070,18.9315,0.0095,0.9110,-0.5100,359.395917888742,-32.561732232188405
81901,109746,2094.660,3927.355,20.851999999999997,0.1086,21.438000000000002,0.0192,21.0775,0.0499,0.8937,1.2343,359.4800801876276,-32.56174786078637
81908,109787,2557.053,3927.503,20.404000000000003,0.0719,21.136000000000003,0.0151,20.1625,0.0242,0.7477,0.9393,359.4556965775482,-32.56174177819571
81910,109786,2529.825,3927.508,20.552999999999997,0.0854,21.380000000000003,0.0191,20.2835,0.0290,0.8873,0.1933,359.4571324057515,-32.56174165724276
81913,319377,3208.936,3927.537,20.546,0.0822,21.509,0.0197,20.3505,0.0263,0.8837,-0.2387,359.4213205031827,-32.561732969359376
81915,5012914,3918.211,3927.571,21.619,0.2311,22.533,0.0429,21.2315,0.0564,0.9440,0.7773,359.38391798559906,-32.56171289070688
81917,318983,1049.768,3927.624,20.790999999999997,0.1123,21.758000000000003,0.0213,20.9015,0.0385,1.0560,-0.8910,359.5351809787596,-32.56171744947445
81921,319001,3391.743,3927.747,19.976999999999997,0.0566,20.885,0.0112,19.5655,0.0145,0.9030,-0.1547,359.41168045979606,-32.56171990988584
81922,318988,1591.446,3927.852,20.814,0.1001,21.48,0.0183,19.9965,0.0184,0.9157,0.2097,359.50661641691426,-32.56171988422507
81924,319000,3374.783,3927.919,19.945,0.0547,20.775000000000002,0.0106,19.2405,0.0117,0.8077,-0.3080,359.41257482387334,-32.56171264210347
81925,318990,1687.154,3927.929,21.381,0.1378,22.031000000000002,0.0293,21.1855,0.0461,0.9043,0.3420,359.5015693992135,-32.56171801112424
81926,109730,3524.792,3927.949,20.215000000000003,0.0643,21.449,0.0167,19.5985,0.0139,0.9123,-0.1873,359.4046643319223,-32.56170775758954
81928,318995,2784.616,3928.047,19.969,0.0513,20.69,0.0113,19.6515,0.0173,0.7200,0.6270,359.4436963868464,-32.56171611580413
81932,318993,2562.071,3928.160,19.497,0.0371,20.234,0.0073,19.2215,0.0118,0.7250,-0.0487,359.455431963986,-32.56171255775819
81933,109755,2941.755,3928.212,20.394,0.0735,21.270000000000003,0.0157,20.139499999999998,0.0216,0.7957,-0.2647,359.435409900993,-32.56170709185844
81936,109823,2997.554,3928.256,20.942,0.1032,21.707,0.0234,20.7075,0.0385,0.7700,1.3887,359.4324674260776,-32.561704405186035
81940,109788,2787.486,3928.298,19.973,0.0510,20.862000000000002,0.0120,19.7925,0.0189,0.7147,0.2183,359.44354504442316,-32.56170493424812
81941,318999,3346.484,3928.346,20.418,0.0730,21.809,0.0254,19.9395,0.0196,0.9107,-1.2267,359.41406713900096,-32.56169427871878
81942,109695,1617.387,3928.360,19.542,0.0379,20.894000000000002,0.0119,19.4875,0.0137,0.8157,-0.0393,359.5052484476033,-32.56169774625854
81946,319013,961.664,3928.557,21.191000000000003,0.1277,22.236,0.0323,21.2035,0.0511,1.0003,0.8890,359.53982697048264,-32.56167332787133
81949,319036,3903.595,3928.634,19.607999999999997,0.0441,20.51,0.0094,19.3565,0.0137,0.9743,-0.1033,359.38468877961606,-32.56166614070405
81950,109839,2138.090,3928.638,20.792,0.1035,21.741000000000003,0.0236,20.7615,0.0368,0.8767,-0.0033,359.47778996298985,-32.561691085382336
81952,319023,2618.166,3928.693,20.753,0.0926,21.507,0.0197,20.2675,0.0277,0.8127,0.9723,359.45247388179064,-32.56168860259357
81955,109793,3270.234,3928.814,21.020000000000003,0.1207,21.699,0.0213,20.6375,0.0304,0.8073,-0.2073,359.41808807602575,-32.561675046390874
81958,319031,3507.486,3928.862,18.753,0.0242,19.55,0.0051,18.5945,0.0080,0.8517,-0.1323,359.40557696400975,-32.56166761481024
81960,109789,3001.535,3928.957,19.930999999999997,0.0446,21.487000000000002,0.0164,20.0795,0.0228,0.7380,-0.1577,359.4322575055822,-32.561673194861285
81961,319029,3276.698,3928.972,20.781,0.0979,21.652,0.0207,20.4965,0.0282,0.8740,-0.0403,359.41774721074904,-32.56166789624189
81963,319048,1176.425,3929.013,20.008000000000003,0.0554,21.523000000000003,0.0203,20.232499999999998,0.0228,0.9243,0.3417,359.5285018755264,-32.561659233531856
81966,5023715,3895.185,3929.226,,,23.036,0.0648,22.0235,0.1434,0.4340,0.8085,359.3851322909105,-32.5616401119596
81967,5012923,3618.341,3929.236,21.286,0.2107,21.653000000000002,0.0219,20.9705,0.0401,0.9857,-0.0313,359.39973121301153,-32.56164809223527
81968,319035,3751.879,3929.243,21.211,0.1431,21.751,0.0237,20.7115,0.0352,1.0540,-0.7720,359.39268930109216,-32.561643928043885
81974,109762,3471.522,3929.486,20.878999999999998,0.1130,21.689,0.0209,20.5785,0.0318,1.0170,-0.0153,359.40747348685716,-32.56164076432249
81976,109886,3636.747,3929.523,20.945,0.1112,21.378,0.0174,20.389499999999998,0.0304,0.9203,0.2927,359.39876061148107,-32.561634828934686
81977,319049,1255.529,3929.534,21.005000000000003,0.1103,21.633000000000003,0.0203,20.5695,0.0308,0.9800,0.3517,359.52433043597557,-32.56163809558518
